국가별,항목,단위,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
코트디부아르,태양열,,,,,,,,,,,,,,,,,,,,,,,,,,18.402,11.1,17.6,
이집트,전체,,52500,54898,57075,59593,65171,70337,76808,85946,98133,104249,111690,118407,128129,134566,142690,150486,161162,164628,168050,173552,180377,191920,195150,202838,194278.821,197201.2,222543.898,
이집트,가연성 연료,,41087,43229,45113,47406,49923,55990,62957,70603,84746,91082,98494,104866,111788,118953,128694,135736,146224,150010,153252,158039,165347,176234,179520,187341,175998.245,173500,196648.591,
이집트,수력,,11413,11669,11962,12187,15248,14266,13672,15130,13019,12644,12644,12925,15510,14682,12863,13046,12934,13121,13352,13822,13432,13460,12850,12726,13121,15038,14769,
이집트,풍력,,,,,,0,81,179,213,368,523,552,616,831,931,1133,1498,1525,1260,1332,1444,1345,2058,2200,2234,3688.667,4233,6251.051,
이집트,태양열,,,,,,,,,,,,,,,,,206,479,237,114,247,253,168,580,537,1470.909,4430.2,4875.256,
에리트레아,전체,,172,193,214,195,214,210,233,259,277,283,288,278,297,299,307,323,326,323,279,278,271,276,333.57,351.784,363.16,375.278,384.907,
에리트레아,가연성 연료,,172,193,213,194,213,209,232,258,276,282,287,276,295,295,303,319,321,318,273,272,264,269,325.76,339.705,349.802,360.638,371.118,
에리트레아,풍력,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
에리트레아,태양열,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,4,4,5,5,5.81,10.079,11.358,12.64,11.789,
에티오피아,전체,,1533,1609,1620,1648,1653,1730,2063,2089,2348,2590,2909,3339,3472,3369,3655,4998,6354,7604,8736,9562,10483,12588,13263.791,14553.562,15067.66,15828.527,15538.051,
에티오피아,가연성 연료,,99,93,48,49,21,64,65,65,68,69,76,80,87,59,107,49,54,22,36,34,32,32,27.408,30.748,35.176,35.488,29.222,
에티오피아,수력,,1428,1510,1566,1579,1606,1646,1993,2023,2280,2521,2833,3259,3385,3296,3524,4931,6262,7388,8338,9013,9674,11753,12681,13655,14403.7,14942.83,14914.367,
에티오피아,풍력,,,,,,,,,,,,,,,,,,29,192,356,499,759,782,533,848.06,609.03,817.909,560.562,
에티오피아,태양열,,,,,,,,,,,,,,,,,,1,2,6,16,18,21,22.383,19.754,19.754,32.3,33.9,
에티오피아,기타,,6,6,6,20,26,20,5,1,,,,,,14,24,18,8,,,,,,,,,,,
가봉,전체,,1139,1214,1256,1343,1328,1315,1407,1482,1535,1540,1574,1665,1734,1822,1831,1934,2041,2164,2101,1998,2127,2338,2278.022,2295.32,2306.115,2422.557,2344.238,
가봉,가연성 연료,,348,444,447,531,497,512,529,559,635,647,762,720,933,928,887,1027,1201,1253,1163,1202,1207,1383,1346.818,1306.802,1317.597,1434.039,1355.72,
가봉,수력,,791,770,809,812,831,803,878,923,900,893,812,945,801,894,944,907,840,908,936,794,918,953,929.284,986.598,986.598,986.598,986.598,
가봉,태양열,,,,,,,,,,,,,,,,,,,3,2,2,2,2,1.92,1.92,1.92,1.92,1.92,
가나,전체,,6188,6631,6904,5017,5929,7224,7864,7301,5905,6044,6793,8435,6984,8366,8964,10167,11366,12204,13050,13143,11672,13203,14248,16425.1,18368.4,20170.3,22050.77,23163
가나,가연성 연료,,23,6,39,1187,760,618,1256,2265,2020,763,1164,2816,3257,2170,2087,3171,3805,4133,4814,4752,5824,7615,8604,10375,11065,12820.2,14407.713,14809.6
가나,수력,,6165,6625,6865,3830,5169,6606,6608,5036,3885,5281,5629,5619,3727,6196,6877,6996,7561,8071,8233,8387,5845,5561,5616,6017,7251.6,7293.2,7520.816,8191.9
가나,태양열,,,,,,,,,,,,,,,,,,,,3,4,3,27,28,33.1,51.8,56.9,122.241,161.5
케냐,전체,,3747,4174,4244,4423,4745,4323,4831,5170,5506,6441.6,6736.5,7322.5,6772.6,6455.6,6507.2,6975.8,7560,7851.6,8448.3,9138.6,9514.6,10057.7,10359.9,11181.98,11620.7,11603.6,12376.586,
케냐,가연성 연료,,334,399,647,672,1927,2569,1948,1665,1459,2285.8,2696,3252,2192.2,2149.4,3047,2293,2881.5,2305.4,2217.7,2635.2,1470.9,1557.2,2765.5,1678.5,1525.7,891.3,1512.386,
케냐,수력,,3123,3383,3228,3364,2435,1325,2403,3119,3260,3169.2,3038.9,3024.8,3591.5,3267,2160,3224,3217.2,4015.9,4435,3569,3463.3,3959.9,2776.8,3986.4,3205.3,4232.7,3675,
케냐,풍력,,,,,,,,,,,,,,0,0.2,7.2,16.8,17.6,14.4,14.7,17,59.7,56.4,61.3,375.6,1562.7,1331.4,1984.8,
케냐,태양열,,,,,,,,,,,,,,,,,,,,,,,,,13.68,92.3,88.4,167.4,
케냐,기타,,290,392,369,387,383,429,480,386,787,986.6,1001.6,1045.7,988.9,1039,1293,1442,1443.7,1515.9,1780.9,2917.4,4520.7,4484.2,4756.3,5127.8,5234.7,5059.8,5037,
리비아,전체,,11415,12086,12620,13528,14407,15496,16111,17531,18943,20203,22672,24754,26234,28666,30373,32558,25999,34275,37913,37731,37511,31420,33281.761,34171.311,34628.531,29499.011,31019.973,
리비아,가연성 연료,,11415,12086,12620,13528,14407,15496,16111,17531,18943,20202,22670,24751,26231,28662,30368,32552,25992,34267,37905,37723,37503,31412,33273.97,34163.52,34620.74,29491.22,31010.825,
리비아,태양열,,,,,,,,,,,1,2,3,3,4,5,6,7,8,8,8,8,8,7.791,7.791,7.791,7.791,9.148,
모리셔스,전체,,1060,1273,1398,1539,1584,1777,1910,1949,2082,2165.4,2271.4,2350.4,2465.4,2557.1,2577.2,2688.8,2738.6,2797.5,2882.2,2935.9,2995.6,3042.27,3119.7,3131.48,3236.64,2882.56,2992.16,
모리셔스,가연성 연료,,925,1168,1305,1434,1554,1682,1840,1863,1964,2043,2157,2273,2381,2448.7,2453.7,2585.3,2679.3,2718.9,2781.1,2817.3,2845.1,2894.5,2976.1,2942.6,2994.2,2602.7,2718.6,
모리셔스,수력,,135,105,93,105,30,95,70,86,118,122,114,77,84,108,122,101,56.5,74.1,94.8,90.8,121.9,99.5,89.8,124.5,98.6,115.8,106.9,
모리셔스,풍력,,,,,,,,,,,0.4,0.4,0.4,0.4,0.4,1.5,2.5,2.8,3.6,3.6,3.2,2.7,18,14.6,15.1,15.4,18.2,15.28,
모리셔스,태양열,,,,,,,,,,,,,,,,,,,0.9,2.7,24.6,25.9,30.27,39.2,49.28,128.44,145.86,151.38,
모로코,전체,,12113,12407,13892,13774,13475,13715,15615,15111,16358,17496,19243,19862,19670,20347,20935,22852.5,25666,27797,28242,29384,31217,32141,33191.7,35821.536,41650.378,40056.669,42561.928,
모로코,가연성 연료,,11508,10469,11809,11997,12650,12933,14538,14067,14699,15681,17625,18094,18073,18689,17592,18562.5,21533,23951,22594,24125,25108,25776,26874.8,27707.968,32389.58,31352.72,33120.263,
모로코,수력,,605,1938,2083,1777,825,718,871,850,1456,1616,1412,1585,1318,1360,2952,3631,2139,1816,2990,2033,2282,1662,1564.7,1997.834,1653.781,1290.087,1212.652,
모로코,풍력,,,,,0,0,64,206,194,203,199,206,183,279,298,391,659,692,728,1356,1924,2519,3000,3034.9,3863.442,4723.385,4591.891,5106.67,
모로코,태양열,,,,,,,,,,,,,,,,,,,,,,6,401,415.3,950.155,1581.495,1519.834,1820.206,
모로코,기타,,,,,,,,,,,,,,,,,,1302,1302,1302,1302,1302,1302,1302,1302.137,1302.137,1302.137,1302.137,
모잠비크,전체,,408,476,1005,6864,7707,8849,11885,12712,10907,11714,13285,14737,16076,15127,16963,16666,16830,15166,15123,17739,19640.5,18696.9,17640.737,17139.812,18981.424,19026.256,18863.039,
모잠비크,가연성 연료,,29,27,28,27,24,13,44,38,37,46,21,20,13,13,13,19,20,21,318,1379,2546.8,3103.4,3581.03,3239.225,4021.22,3252.773,3325.872,
모잠비크,수력,,379,449,977,6837,7683,8836,11841,12674,10870,11668,13264,14717,16063,15114,16950,16647,16810,15145,14805,16358.8,17092.6,15591.9,14058.168,13899.431,14929.619,15703.34,15467.967,
모잠비크,태양열,,,,,,,,,,,,,,,,,,,,,1.2,1.1,1.6,1.539,1.156,30.585,70.143,69.2,
나미비아,전체,,1171,893,642,1019,1209,1408.804,1213.139,1431.79,1423.902,1381.939,1663.305,1610.069,1581.127,1578.49,1502.342,1316.403,1446.243,1668.171,1358.123,1529.07,1575.616,1477.616,1780.957,1436.767,1402.175,2012.175,1467.175,
나미비아,가연성 연료,,37,39,32,27,40,11,0,6,2,12,3.776,94,34.017,177.197,86,61,27,40,59,13,34,62,66,21,52,65,41,
나미비아,수력,,1134,854,610,992,1169,1396,1211,1423,1419,1367,1656,1512,1542,1395.178,1409,1247,1405,1607,1272,1485.454,1503,1359,1593,1144,954,1505,968,
나미비아,풍력,,,,,,,,,,,,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.577,0.577,0.577,0.577,0.577,21.625,21.625,21.625,21.625,21.625,
나미비아,태양열,,,,,,,1.804,2.139,2.79,2.902,2.939,2.957,3.497,4.538,5.543,6.77,7.831,13.671,20.594,26.546,30.039,38.039,56.039,100.332,250.142,374.55,420.55,436.55,
니제르,전체,,148.8,152.41,150.33,146.01,152.35,190.38,168.8,185.1,192.6,201.902,234.685,220.532,223.86,227.503,255.883,295.422,328.681,398.238,515.993,521.33,522.04,441.555,566.497,479.995,625.963,634.56,658,
니제르,가연성 연료,,148.8,152.41,150.33,146.01,152.35,189.58,167.8,184.1,191.5,200.602,233.085,218.732,222.06,225.503,253.883,292.022,323.781,391.738,507.793,511.53,510.64,428.455,551.797,447.295,593.263,610.22,612,
니제르,태양열,,,,,,,0.8,1,1,1.1,1.3,1.6,1.8,1.8,2,2,3.4,4.9,6.5,8.2,9.8,11.4,13.1,14.7,32.7,32.7,24.34,46,
나이지리아,전체,,15857,16243,16117,15111,16089,14727,15462,21545,20184,24275,23539,23110,22978,21110,19777,26123,27036,28730,28930,32278,33145,36511,32221.265,33383.5,33110.415,35058.919,36037.565,
나이지리아,가연성 연료,,10357,10743,10524,9336,9941,9099,9553,13311,12736,16167,15771,16847,16751,15389,15248,19747,21151,23047,23579,26907,26697,28331,24443.32,25657.31,24633.12,27324.331,28045.904,
나이지리아,수력,,5500,5500,5593,5775,6148,5628,5909,8234,7448,8108,7768,6263,6227,5721,4529,6374,5883,5659,5326,5346,6420,8150,7747,7695,8433,7689.6,7942.92,
나이지리아,풍력,,,,,,,,,,,,,,,,,2,2,2,2,3,3,3,3,3,3,3,,
나이지리아,태양열,,,,,,,,,,,,,,,,,,,22,23,22,25,27,27.945,28.19,41.295,41.988,48.741,
세네갈,전체,,935,1016,1170,1242,1596,1671,1906,1854,1820,2061,1908,1962,2124,2402,2489,2618,2560,2917,3253,3575,3818,4097,4418,4502,4453,5804.001,6515.412,
세네갈,가연성 연료,,935,1016,1170,1242,1596,1669,1904,1852,1818,2058,1904,1958,2124,2402,2489,2618,2560,2917,3185,3542,3779,4044,4270,4333,4081.154,5158.69,5409.818,
세네갈,풍력,,,,,,,,,,,,,,,,,,,,,,,,,,23.132,217.389,399.857,
세네갈,태양열,,,,,,,2,2,2,2,3,4,4,0,,,,,,4,4,4,6,99,80,291,384.95,669.791,
세네갈,기타,,,,,,,,,,,,,,,,,,,,64,29,35,47,49,89,57.714,42.972,35.946,
남아프리카공화국,전체,,187825,200266,210052,205375,203012,210670,210100,217659,234176,244554,244890,253766,263447,258206,249472,259601,262538,257919,256073,252578,249655,255112,257769,256064,252639.321,239715.363,244383.348,
남아프리카공화국,가연성 연료,,174721,184952,192705,187758,186859,193726,195469,201274,217831,226564,229377,237874,248262,241206,232503,242401,243980,241717,237871,232516,228825,228523,227635,228082,222163.321,212410.363,210235.348,
남아프리카공화국,수력,,1803,3539,4700,4016,3316,3934,3912,4394,3682,4625,4199,5845,3847,3975,4142,5067,5019,4211,4040,4082,3720,3947,5323,5694,5791,6239,6784,
남아프리카공화국,원자력,,11301,11775,12647,13601,12837,13010,10719,11991,12663,13365,11293,10026,11317,13004,12806,12099,13502,11954,14106,13794,12237,15913,15743,11580,13252,9903,12355,
남아프리카공화국,풍력,,,,,,,,,,,,,,,,,34,37,37,10,1100,2500,3722,5132,6467,6624,5937,8356,
남아프리카공화국,태양열,,,,,,,,,,,,21,21,21,21,21,,,,46,1086,2373,3007,3936,4241,4809,5226,6653,
남수단,전체,,,,,,,,,,,,,,,,,,,445,472,479,578,521,542.139,547.962,557.117,558.223,582.519,
남수단,가연성 연료,,,,,,,,,,,,,,,,,,,443,470,477,576,519,539.139,538.214,546.073,547.179,565.616,
남수단,태양열,,,,,,,,,,,,,,,,,,,2,2,2,2,2,3,9.748,11.044,11.044,16.903,
수단,전체,,,,,,,,,,,,,,,,,,,9565.5,10436,11505.2,13171,14567,15691.64,16398.18,16814.067,17641.68,16774.69,
수단,가연성 연료,,,,,,,,,,,,,,,,,,,2940.5,2106,2579.2,4738,6498,6324.64,6720.68,6582.98,6613.16,6692.69,
수단,수력,,,,,,,,,,,,,,,,,,,6619,8317,8913,8420,8051,9347,9657,10210,11007.52,10061,
수단,태양열,,,,,,,,,,,,,,,,,,,6,13,13,13,18,20,20.5,21.087,21,21,
탄자니아,전체,,1817,2053,1775,2245,2381,2479,2753,2854,2658,2894,3613,3447,4182,4391,4751,5333,5174,5675,5996,6265,6779,6819,7077.466,7542.536,7836.911,7854.88,8666.817,
탄자니아,가연성 연료,,278,305,326,167,216,334,151,135,110,537,1835,2011,1658,1737,2105,2625,3173,3899,4265,3660,4656,4420,4688.466,5054.536,5270.053,4664.232,5533.275,
탄자니아,수력,,1539,1748,1449,2078,2165,2145,2602,2719,2548,2357,1778,1436,2524,2649,2640,2701,1993,1767,1717,2590,2108,2366,2350,2400,2477.4,3139.2,3086.3,
탄자니아,태양열,,,,,,,,,,,,,,,5,6,7,8,9,14,15,15,33,39,88,89.458,51.448,47.242,
토고,전체,,350,289,144,301,314,275,168,233,294,265,261.7,308,284,211.3,262,320.2,320.2,399.4,359.8,357.7,444.04,950,804.207,588.49,718.073,698.672,847.561,
토고,가연성 연료,,95,99,51,129,111,76,76,67,58,108,117.7,135.5,104,37.2,43,134.7,118.6,234.3,286.3,233.1,383.3,742,594.68,388.9,475.825,547.15,627.269,
토고,수력,,255,190,93,172,203,199,92,166,236,157,144,172.5,180,174.1,219,185.5,201.6,165.1,73.5,124.6,60.74,208,207,196.1,236.42,143.86,163.08,
토고,태양열,,,,,,,,,,,,,,,,,,,,,,,,2.527,3.49,5.828,7.662,57.212,
튀니지,전체,,7589,7837,8486,8640,9526,10095,10854,11281,11829,12455,13007,14122,14521,15073,15428,16369.2,16496.5,18059.4,18381.62,19024,19676,19808,20589.3961,21012,22140.311,21632.935,22142.528,
튀니지,가연성 연료,,7550,7770,8439,8568,9436,10008,10776,11187,11631,12257,12820,13992,14429,14996,15252,15705,16142,17537,17740,18254,18904,19002,19758,20085,21038.145,20572.005,20999.202,
튀니지,수력,,39,67,47,72,90,64,54,64,165,154,145,92,49,38,79,50,54,110,60,56,69,45,17,17,65.9,46.02,28.06,
튀니지,풍력,,,,0,0,0,23,24,30,33,44,42,38,43,39,97,139,109,196,358,507,448,474,449,453,500,465.22,425.07,
튀니지,태양열,,,,,,,,,,,,,,,,,0.2,1.5,3.4,11.62,25,41,63,133,174,245.385,333.199,467.4,
튀니지,기타,,,,,,,,,,,,,,,,,475,190,213,212,182,214,224,232.3961,283,290.881,216.491,222.796,
잠비아,전체,,7924,7171,7941,7603,7764,7798,7943,8152,8308,8507,8936,9682,9643,9534,9893,10448,11497.7,12369,13301.1,14454.5,13440.4,11770.743,14536.283,16281.69,15115.49,15237.309,17718.38478,19782.90933
잠비아,가연성 연료,,53,57,55,64,52,48,50,50,51,47,53,13,12,12,12,13,14.7,19,20.1,412.5,405.4,745.58,2065.16,2574.26,2669.18,2294.394,1498.04078,2550.96333
잠비아,수력,,7871,7114,7886,7539,7712,7750,7893,8102,8257,8460,8883,9669,9631,9522,9881,10435,11483,12350,13281,14042,13035,11025,12470.96,13706.11,12328.8,12792.759,16072.683,17088.838
잠비아,태양열,,,,,,,,,,,,,,,,,,,,,,,0.163,0.163,1.32,117.51,150.156,147.661,143.108
짐바브웨,전체,,7811,7327,7298,6583,7133,7061,7939,8602,8814,9719,9374,7974,7609,7625,7291,8602.9,9177.2,9148.6,9497.8,9811.9,9522.1,7089.765,7551.551,9369.275,8402.077,6673.025,8454.398,
짐바브웨,가연성 연료,,5526,5160,5175,4657,4184,3801,4941,4778,3455,4218,4459,2664,2226,1917,1833,2840.1,3975.4,3761.3,4516,4409.5,4582.9,4174.634,3582.651,4320.295,4236.478,2843.278,2508.037,
짐바브웨,수력,,2285,2167,2123,1926,2949,3260,2998,3824,5359,5501,4915,5310,5383,5708,5458,5762.8,5201.8,5387.3,4981.8,5402.4,4939.2,2915.131,3968.9,5048.98,4165.599,3805.347,5928.23,
짐바브웨,태양열,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4,18.131,
오스트레일리아,전체,,173159,177598,182939,195369,203987,210224,224635,227555,220802,228434,228650,232830,243157,243221,248162,252661,253819,250931,249369,247451,251415,256563,258018.512,260999.164,264024.937,265178.199,265554.448,
오스트레일리아,가연성 연료,,156897,161841,166057,179600,187362,193408,207448,211087,203550,211329,212074,214996,225919,227943,232308,233670,229535,227552,219663,214767,221479,222837,221065,219884,215498,208599.486,198102.44,
오스트레일리아,수력,,16239,15731,16852,15733,16563,16720,16933,16054,16490,16331,15612,16029,14517,12057,11869,13549,16807,14083,18270,18421,13445,15318,16285,16021,15967,15149.633,15199.688,
오스트레일리아,풍력,,7,7,7,8,28,58,210,364,703,705,885,1713,2611,3093,3824,5052,6085,6970,7960,10252,11467,12199,12597,15164,17712,20395.885,24535.369,
오스트레일리아,태양열,,16,19,23,28,34,38,44,50,59,69,79,91,109,127,160,389,1391,2325,3475,4010,5023,6209,8071,9930.164,14847.937,21033.195,27716.951,
오스트레일리아,기타,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,0.512,,,,,
뉴질랜드,전체,,36411,36804,37443,37777,37959,39388,39707,40731,40854,42770,42982,43538,43895,43929,43552,44997,44631,44627,43772,43990,44691,44164,44641.014,44694.978,45147.245,44530.445,44609.93,
뉴질랜드,가연성 연료,,6650,8388,11848,9842,12143,11846,15000,12792,14247,12293,15803,15901,15712,16258,12935,12679,11275,13163,11833,9766,9496,7576,9004.387,8028.988,8858.54,9453.96,9035.179,
뉴질랜드,수력,,27532,26180,23256,25317,22917,24433,21679,24870,23620,27237,23325,23571,23638,22346,24215,24724,25108,22894,23027,24316,24528,25933,25173.337,26251.954,25596.092,24265.767,24232.31,
뉴질랜드,풍력,,1,8,14,22,39,120,139,155,147,362,614,622,930,1058,1476,1637,1957,2079,2022,2211,2364,2341,2090.84,2067.759,2255.442,2304.566,2642.454,
뉴질랜드,태양열,,,,,,,,,,,,,,3,3,4,4,4,5,7,19,37,57,76.841,100.437,127.581,160.216,207.458,
뉴질랜드,기타,,2228,2228,2325,2596,2860,2989,2889,2914,2840,2878,3240,3444,3612,4264,4922,5953,6287,6486,6883,7678,8266,8257,8295.609,8245.84,8309.59,8345.936,8492.529,
