,국가별,항목,단위,연도,value
467,이란,전체[exajoules],exajoules,1996,4.14318
468,이란,석탄[exajoules],exajoules,1996,0.04521
469,이란,석유[100만 톤],100만 톤,1996,61.62982
470,이란,천연가스[exajoules],exajoules,1996,1.34926
471,이란,수력[exajoules],exajoules,1996,0.09383
472,이란,원자력[exajoules],exajoules,1996,
473,이라크,전체[exajoules],exajoules,1996,1.28568
474,이라크,석유[100만 톤],100만 톤,1996,26.43393
475,이라크,천연가스[exajoules],exajoules,1996,0.11081
476,이라크,수력[exajoules],exajoules,1996,0.06908
477,이스라엘,전체[exajoules],exajoules,1996,0.72827
478,이스라엘,석탄[exajoules],exajoules,1996,0.20957
479,이스라엘,석유[100만 톤],100만 톤,1996,12.1892
480,이스라엘,천연가스[exajoules],exajoules,1996,0.00054
481,이스라엘,수력[exajoules],exajoules,1996,0.00026
482,일본,전체[exajoules],exajoules,1996,21.70589
483,일본,석탄[exajoules],exajoules,1996,3.6201
484,일본,석유[100만 톤],100만 톤,1996,271.7673
485,일본,천연가스[exajoules],exajoules,1996,2.32838
486,일본,수력[exajoules],exajoules,1996,0.82152
487,일본,원자력[exajoules],exajoules,1996,3.02878
488,카자흐스탄,전체[exajoules],exajoules,1996,1.87633
489,카자흐스탄,석탄[exajoules],exajoules,1996,1.02147
490,카자흐스탄,석유[100만 톤],100만 톤,1996,10.18414
491,카자흐스탄,천연가스[exajoules],exajoules,1996,0.34064
492,카자흐스탄,수력[exajoules],exajoules,1996,0.07804
493,카자흐스탄,원자력[exajoules],exajoules,1996,0.0009
494,쿠웨이트,전체[exajoules],exajoules,1996,0.53647
495,쿠웨이트,석탄[exajoules],exajoules,1996,
496,쿠웨이트,석유[100만 톤],100만 톤,1996,5.146
497,쿠웨이트,천연가스[exajoules],exajoules,1996,0.31813
498,말레이시아,전체[exajoules],exajoules,1996,1.59938
499,말레이시아,석탄[exajoules],exajoules,1996,0.07017
500,말레이시아,석유[100만 톤],100만 톤,1996,20.38695
501,말레이시아,천연가스[exajoules],exajoules,1996,0.58661
502,말레이시아,수력[exajoules],exajoules,1996,0.05518
503,오만,전체[exajoules],exajoules,1996,0.23571
504,오만,석탄[exajoules],exajoules,1996,0.0
505,오만,석유[100만 톤],100만 톤,1996,2.42819
506,오만,천연가스[exajoules],exajoules,1996,0.13115
507,파키스탄,전체[exajoules],exajoules,1996,1.57474
508,파키스탄,석탄[exajoules],exajoules,1996,0.09378
509,파키스탄,석유[100만 톤],100만 톤,1996,16.49
510,파키스탄,천연가스[exajoules],exajoules,1996,0.50952
511,파키스탄,수력[exajoules],exajoules,1996,0.26397
512,파키스탄,원자력[exajoules],exajoules,1996,0.00334
513,필리핀,전체[exajoules],exajoules,1996,0.99735
514,필리핀,석탄[exajoules],exajoules,1996,0.09274
515,필리핀,석유[100만 톤],100만 톤,1996,17.78462
516,필리핀,천연가스[exajoules],exajoules,1996,0.00031
517,필리핀,수력[exajoules],exajoules,1996,0.07484
518,카타르,전체[exajoules],exajoules,1996,0.41457
519,카타르,석탄[exajoules],exajoules,1996,
520,카타르,석유[100만 톤],100만 톤,1996,1.43964
521,카타르,천연가스[exajoules],exajoules,1996,0.34934
522,사우디아라비아,전체[exajoules],exajoules,1996,4.20679
523,사우디아라비아,석탄[exajoules],exajoules,1996,
524,사우디아라비아,석유[100만 톤],100만 톤,1996,62.14931
525,사우디아라비아,천연가스[exajoules],exajoules,1996,1.51882
526,싱가포르,전체[exajoules],exajoules,1996,1.41292
527,싱가포르,석탄[exajoules],exajoules,1996,1e-05
528,싱가포르,석유[100만 톤],100만 톤,1996,32.2689
529,싱가포르,천연가스[exajoules],exajoules,1996,0.0513
530,스리랑카,전체[exajoules],exajoules,1996,0.15428
531,스리랑카,석탄[exajoules],exajoules,1996,1e-05
532,스리랑카,석유[100만 톤],100만 톤,1996,2.78225
533,스리랑카,수력[exajoules],exajoules,1996,0.03462
534,대만,전체[exajoules],exajoules,1996,2.93303
535,대만,석탄[exajoules],exajoules,1996,0.77896
536,대만,석유[100만 톤],100만 톤,1996,36.19985
537,대만,천연가스[exajoules],exajoules,1996,0.15963
538,대만,수력[exajoules],exajoules,1996,0.05049
539,대만,원자력[exajoules],exajoules,1996,0.386
540,태국,전체[exajoules],exajoules,1996,2.50546
541,태국,석탄[exajoules],exajoules,1996,0.36584
542,태국,석유[100만 톤],100만 톤,1996,37.36351
543,태국,천연가스[exajoules],exajoules,1996,0.4433
544,태국,수력[exajoules],exajoules,1996,0.0768
545,튀르키예,전체[exajoules],exajoules,1996,2.7887
546,튀르키예,석탄[exajoules],exajoules,1996,0.77887
547,튀르키예,석유[100만 톤],100만 톤,1996,30.25
548,튀르키예,천연가스[exajoules],exajoules,1996,0.27252
549,튀르키예,수력[exajoules],exajoules,1996,0.43087
550,투르크메니스탄,전체[exajoules],exajoules,1996,0.56819
551,투르크메니스탄,석탄[exajoules],exajoules,1996,0.00193
552,투르크메니스탄,석유[100만 톤],100만 톤,1996,3.17449
553,투르크메니스탄,천연가스[exajoules],exajoules,1996,0.42966
554,투르크메니스탄,수력[exajoules],exajoules,1996,5e-05
555,아랍에미리트,전체[exajoules],exajoules,1996,1.79888
556,아랍에미리트,석탄[exajoules],exajoules,1996,
557,아랍에미리트,석유[100만 톤],100만 톤,1996,19.935
558,아랍에미리트,천연가스[exajoules],exajoules,1996,0.95297
559,아랍에미리트,원자력[exajoules],exajoules,1996,
560,우즈베키스탄,전체[exajoules],exajoules,1996,1.87969
561,우즈베키스탄,석탄[exajoules],exajoules,1996,0.03489
562,우즈베키스탄,석유[100만 톤],100만 톤,1996,6.396
563,우즈베키스탄,천연가스[exajoules],exajoules,1996,1.50242
564,우즈베키스탄,수력[exajoules],exajoules,1996,0.06946
565,베트남,전체[exajoules],exajoules,1996,0.52478
566,베트남,석탄[exajoules],exajoules,1996,0.14482
567,베트남,석유[100만 톤],100만 톤,1996,5.59351
568,베트남,천연가스[exajoules],exajoules,1996,0.00997
569,베트남,수력[exajoules],exajoules,1996,0.12783
570,캐나다,전체[exajoules],exajoules,1996,12.50653
571,캐나다,석탄[exajoules],exajoules,1996,1.1251
572,캐나다,석유[100만 톤],100만 톤,1996,86.75483
573,캐나다,천연가스[exajoules],exajoules,1996,2.8281
574,캐나다,수력[exajoules],exajoules,1996,3.77469
575,캐나다,원자력[exajoules],exajoules,1996,0.94103
576,멕시코,전체[exajoules],exajoules,1996,5.3168
577,멕시코,석탄[exajoules],exajoules,1996,0.24048
578,멕시코,석유[100만 톤],100만 톤,1996,79.72632
579,멕시코,천연가스[exajoules],exajoules,1996,1.12602
580,멕시코,수력[exajoules],exajoules,1996,0.33358
581,멕시코,원자력[exajoules],exajoules,1996,0.08047
582,미국,전체[exajoules],exajoules,1996,90.59534
583,미국,석탄[exajoules],exajoules,1996,21.05028
584,미국,석유[100만 톤],100만 톤,1996,821.2841
585,미국,천연가스[exajoules],exajoules,1996,21.92003
586,미국,수력[exajoules],exajoules,1996,3.69972
587,미국,원자력[exajoules],exajoules,1996,7.25515
588,아르헨티나,전체[exajoules],exajoules,1996,2.36566
589,아르헨티나,석탄[exajoules],exajoules,1996,0.02796
590,아르헨티나,석유[100만 톤],100만 톤,1996,21.862
591,아르헨티나,천연가스[exajoules],exajoules,1996,1.08426
592,아르헨티나,수력[exajoules],exajoules,1996,0.23921
593,아르헨티나,원자력[exajoules],exajoules,1996,0.07619
594,브라질,전체[exajoules],exajoules,1996,7.29126
595,브라질,석탄[exajoules],exajoules,1996,0.51163
596,브라질,석유[100만 톤],100만 톤,1996,76.48687
597,브라질,천연가스[exajoules],exajoules,1996,0.20746
598,브라질,수력[exajoules],exajoules,1996,2.8288
599,브라질,원자력[exajoules],exajoules,1996,0.02479
600,칠레,전체[exajoules],exajoules,1996,0.88504
601,칠레,석탄[exajoules],exajoules,1996,0.13771
602,칠레,석유[100만 톤],100만 톤,1996,10.89374
603,칠레,천연가스[exajoules],exajoules,1996,0.0762
604,칠레,수력[exajoules],exajoules,1996,0.17962
605,콜롬비아,전체[exajoules],exajoules,1996,1.21176
606,콜롬비아,석탄[exajoules],exajoules,1996,0.11715
607,콜롬비아,석유[100만 톤],100만 톤,1996,12.59826
608,콜롬비아,천연가스[exajoules],exajoules,1996,0.16237
609,콜롬비아,수력[exajoules],exajoules,1996,0.37564
610,에콰도르,전체[exajoules],exajoules,1996,0.38849
611,에콰도르,석탄[exajoules],exajoules,1996,2e-05
612,에콰도르,석유[100만 톤],100만 톤,1996,7.191
613,에콰도르,천연가스[exajoules],exajoules,1996,0.01235
614,에콰도르,수력[exajoules],exajoules,1996,0.06753
615,페루,전체[exajoules],exajoules,1996,0.49478
616,페루,석탄[exajoules],exajoules,1996,0.0164
617,페루,석유[100만 톤],100만 톤,1996,7.434
618,페루,천연가스[exajoules],exajoules,1996,0.0141
619,페루,수력[exajoules],exajoules,1996,0.14183
620,트리니다드토바고,전체[exajoules],exajoules,1996,0.36288
621,트리니다드토바고,석유[100만 톤],100만 톤,1996,1.493
622,트리니다드토바고,천연가스[exajoules],exajoules,1996,0.30004
623,베네수엘라,전체[exajoules],exajoules,1996,2.55191
624,베네수엘라,석탄[exajoules],exajoules,1996,0.00067
625,베네수엘라,석유[100만 톤],100만 톤,1996,18.15292
626,베네수엘라,천연가스[exajoules],exajoules,1996,1.18805
627,베네수엘라,수력[exajoules],exajoules,1996,0.57321
628,오스트리아,전체[exajoules],exajoules,1996,1.35251
629,오스트리아,석탄[exajoules],exajoules,1996,0.14584
630,오스트리아,석유[100만 톤],100만 톤,1996,12.338
631,오스트리아,천연가스[exajoules],exajoules,1996,0.29182
632,오스트리아,수력[exajoules],exajoules,1996,0.36424
633,벨라루스,전체[exajoules],exajoules,1996,0.9257
634,벨라루스,석탄[exajoules],exajoules,1996,0.04836
635,벨라루스,석유[100만 톤],100만 톤,1996,10.377
636,벨라루스,천연가스[exajoules],exajoules,1996,0.43698
637,벨라루스,수력[exajoules],exajoules,1996,0.00017
638,벨라루스,원자력[exajoules],exajoules,1996,
639,벨기에,전체[exajoules],exajoules,1996,2.56997
640,벨기에,석탄[exajoules],exajoules,1996,0.35463
641,벨기에,석유[100만 톤],100만 톤,1996,29.5215
642,벨기에,천연가스[exajoules],exajoules,1996,0.49831
643,벨기에,수력[exajoules],exajoules,1996,0.00254
644,벨기에,원자력[exajoules],exajoules,1996,0.44268
645,불가리아,전체[exajoules],exajoules,1996,0.97886
646,불가리아,석탄[exajoules],exajoules,1996,0.31904
647,불가리아,석유[100만 톤],100만 톤,1996,5.823
648,불가리아,천연가스[exajoules],exajoules,1996,0.1947
649,불가리아,수력[exajoules],exajoules,1996,0.03074
650,불가리아,원자력[exajoules],exajoules,1996,0.18471
651,크로아티아,전체[exajoules],exajoules,1996,0.33927
652,크로아티아,석탄[exajoules],exajoules,1996,0.00599
653,크로아티아,석유[100만 톤],100만 톤,1996,3.713
654,크로아티아,천연가스[exajoules],exajoules,1996,0.09075
655,크로아티아,수력[exajoules],exajoules,1996,0.0837
656,체코,전체[exajoules],exajoules,1996,1.81052
657,체코,석탄[exajoules],exajoules,1996,0.97963
658,체코,석유[100만 톤],100만 톤,1996,8.34418
659,체코,천연가스[exajoules],exajoules,1996,0.31567
660,체코,수력[exajoules],exajoules,1996,0.02096
661,체코,원자력[exajoules],exajoules,1996,0.13126
662,덴마크,전체[exajoules],exajoules,1996,1.0436
663,덴마크,석탄[exajoules],exajoules,1996,0.3734
664,덴마크,석유[100만 톤],100만 톤,1996,11.525
665,덴마크,천연가스[exajoules],exajoules,1996,0.15752
666,덴마크,수력[exajoules],exajoules,1996,0.00021
667,에스토니아,전체[exajoules],exajoules,1996,0.23764
668,에스토니아,석탄[exajoules],exajoules,1996,0.15278
669,에스토니아,석유[100만 톤],100만 톤,1996,1.355
670,에스토니아,천연가스[exajoules],exajoules,1996,0.0269
671,에스토니아,수력[exajoules],exajoules,1996,
672,핀란드,전체[exajoules],exajoules,1996,1.25092
673,핀란드,석탄[exajoules],exajoules,1996,0.29429
674,핀란드,석유[100만 톤],100만 톤,1996,10.246
675,핀란드,천연가스[exajoules],exajoules,1996,0.12308
676,핀란드,수력[exajoules],exajoules,1996,0.12625
677,핀란드,원자력[exajoules],exajoules,1996,0.19895
678,프랑스,전체[exajoules],exajoules,1996,10.84445
679,프랑스,석탄[exajoules],exajoules,1996,0.68065
680,프랑스,석유[100만 톤],100만 톤,1996,92.24274
681,프랑스,천연가스[exajoules],exajoules,1996,1.36853
682,프랑스,수력[exajoules],exajoules,1996,0.70305
683,프랑스,원자력[exajoules],exajoules,1996,4.05885
684,독일,전체[exajoules],exajoules,1996,14.78104
685,독일,석탄[exajoules],exajoules,1996,3.77785
686,독일,석유[100만 톤],100만 톤,1996,137.30106
687,독일,천연가스[exajoules],exajoules,1996,3.13168
688,독일,수력[exajoules],exajoules,1996,0.20032
689,독일,원자력[exajoules],exajoules,1996,1.65089
690,그리스,전체[exajoules],exajoules,1996,1.16928
691,그리스,석탄[exajoules],exajoules,1996,0.32896
692,그리스,석유[100만 톤],100만 톤,1996,18.52
693,그리스,천연가스[exajoules],exajoules,1996,0.00206
694,그리스,수력[exajoules],exajoules,1996,0.04629
695,헝가리,전체[exajoules],exajoules,1996,1.0521
696,헝가리,석탄[exajoules],exajoules,1996,0.1797
697,헝가리,석유[100만 톤],100만 톤,1996,6.849
698,헝가리,천연가스[exajoules],exajoules,1996,0.42862
699,헝가리,수력[exajoules],exajoules,1996,0.0022
700,헝가리,원자력[exajoules],exajoules,1996,0.14485
701,아이슬란드,전체[exajoules],exajoules,1996,0.0906
702,아이슬란드,석탄[exajoules],exajoules,1996,0.00263
703,아이슬란드,석유[100만 톤],100만 톤,1996,0.78
704,아이슬란드,수력[exajoules],exajoules,1996,0.0507
705,아일랜드,전체[exajoules],exajoules,1996,0.50773
706,아일랜드,석탄[exajoules],exajoules,1996,0.12465
707,아일랜드,석유[100만 톤],100만 톤,1996,6.1352
708,아일랜드,천연가스[exajoules],exajoules,1996,0.11124
709,아일랜드,수력[exajoules],exajoules,1996,0.00769
710,이탈리아,전체[exajoules],exajoules,1996,6.96887
711,이탈리아,석탄[exajoules],exajoules,1996,0.46677
712,이탈리아,석유[100만 톤],100만 톤,1996,96.049
713,이탈리아,천연가스[exajoules],exajoules,1996,1.92872
714,이탈리아,수력[exajoules],exajoules,1996,0.44749
715,라트비아,전체[exajoules],exajoules,1996,0.14927
716,라트비아,석탄[exajoules],exajoules,1996,0.01049
717,라트비아,석유[100만 톤],100만 톤,1996,1.97
718,라트비아,천연가스[exajoules],exajoules,1996,0.03494
719,라트비아,수력[exajoules],exajoules,1996,0.0198
720,리투아니아,전체[exajoules],exajoules,1996,0.38988
721,리투아니아,석탄[exajoules],exajoules,1996,0.00944
722,리투아니아,석유[100만 톤],100만 톤,1996,3.387
723,리투아니아,천연가스[exajoules],exajoules,1996,0.09082
724,리투아니아,수력[exajoules],exajoules,1996,0.00347
725,리투아니아,원자력[exajoules],exajoules,1996,0.14242
726,룩셈부르크,전체[exajoules],exajoules,1996,0.12564
727,룩셈부르크,석탄[exajoules],exajoules,1996,0.01949
728,룩셈부르크,석유[100만 톤],100만 톤,1996,1.827
729,룩셈부르크,천연가스[exajoules],exajoules,1996,0.02549
730,룩셈부르크,수력[exajoules],exajoules,1996,0.00064
731,북마케도니아,전체[exajoules],exajoules,1996,0.11981
732,북마케도니아,석탄[exajoules],exajoules,1996,0.05792
733,북마케도니아,석유[100만 톤],100만 톤,1996,1.23381
734,북마케도니아,천연가스[exajoules],exajoules,1996,
735,북마케도니아,수력[exajoules],exajoules,1996,0.00905
736,네덜란드,전체[exajoules],exajoules,1996,3.6616
737,네덜란드,석탄[exajoules],exajoules,1996,0.36
738,네덜란드,석유[100만 톤],100만 톤,1996,37.46749
739,네덜란드,천연가스[exajoules],exajoules,1996,1.6279
740,네덜란드,수력[exajoules],exajoules,1996,0.00085
741,네덜란드,원자력[exajoules],exajoules,1996,0.04249
742,노르웨이,전체[exajoules],exajoules,1996,1.68198
743,노르웨이,석탄[exajoules],exajoules,1996,0.04021
744,노르웨이,석유[100만 톤],100만 톤,1996,9.578
745,노르웨이,천연가스[exajoules],exajoules,1996,0.12058
746,노르웨이,수력[exajoules],exajoules,1996,1.10563
747,폴란드,전체[exajoules],exajoules,1996,4.19022
748,폴란드,석탄[exajoules],exajoules,1996,3.01375
749,폴란드,석유[100만 톤],100만 톤,1996,17.47047
750,폴란드,천연가스[exajoules],exajoules,1996,0.39545
751,폴란드,수력[exajoules],exajoules,1996,0.02056
752,포르투갈,전체[exajoules],exajoules,1996,0.9085
753,포르투갈,석탄[exajoules],exajoules,1996,0.16412
754,포르투갈,석유[100만 톤],100만 톤,1996,13.35043
755,포르투갈,천연가스[exajoules],exajoules,1996,
756,포르투갈,수력[exajoules],exajoules,1996,0.15713
757,루마니아,전체[exajoules],exajoules,1996,1.98505
758,루마니아,석탄[exajoules],exajoules,1996,0.44204
759,루마니아,석유[100만 톤],100만 톤,1996,12.978
760,루마니아,천연가스[exajoules],exajoules,1996,0.81301
761,루마니아,수력[exajoules],exajoules,1996,0.16771
762,루마니아,원자력[exajoules],exajoules,1996,0.01416
763,러시아,전체[exajoules],exajoules,1996,26.68753
764,러시아,석탄[exajoules],exajoules,1996,4.90549
765,러시아,석유[100만 톤],100만 톤,1996,129.5594
766,러시아,천연가스[exajoules],exajoules,1996,13.48283
767,러시아,수력[exajoules],exajoules,1996,1.64264
