,국가별,항목,연도,value
18492,우즈베키스탄,수력,2020,4999.187
18493,우즈베키스탄,풍력,2020,15.5
18494,우즈베키스탄,태양열,2020,0.3
18495,베트남,전체,2020,240542.724
18496,베트남,가연성 연료,2020,156671.724
18497,베트남,수력,2020,73461.0
18498,베트남,풍력,2020,976.0
18499,베트남,태양열,2020,9434.0
18500,예멘,전체,2020,2938.941
18501,예멘,가연성 연료,2020,2449.141
18502,예멘,태양열,2020,489.8
18503,캐나다,전체,2020,651458.0
18504,캐나다,가연성 연료,2020,125783.0
18505,캐나다,수력,2020,386617.0
18506,캐나다,원자력,2020,98195.0
18507,캐나다,풍력,2020,35761.0
18508,캐나다,태양열,2020,4790.0
18509,캐나다,기타,2020,312.0
18510,멕시코,전체,2020,317680.0
18511,멕시코,가연성 연료,2020,245464.0
18512,멕시코,수력,2020,26817.0
18513,멕시코,원자력,2020,11262.0
18514,멕시코,풍력,2020,19702.0
18515,멕시코,태양열,2020,9115.0
18516,멕시코,기타,2020,5320.0
18517,미국,전체,2020,4260043.501
18518,미국,가연성 연료,2020,2643837.736
18519,미국,수력,2020,308212.917
18520,미국,원자력,2020,823149.528
18521,미국,풍력,2020,341818.283
18522,미국,태양열,2020,119328.543
18523,미국,기타,2020,23696.494
18524,아르헨티나,전체,2020,144924.34
18525,아르헨티나,가연성 연료,2020,99198.915
18526,아르헨티나,수력,2020,24261.679
18527,아르헨티나,원자력,2020,10706.824
18528,아르헨티나,풍력,2020,9412.333
18529,아르헨티나,태양열,2020,1344.589
18530,볼리비아,전체,2020,9977.22
18531,볼리비아,가연성 연료,2020,6638.44
18532,볼리비아,수력,2020,2942.18
18533,볼리비아,풍력,2020,64.2
18534,볼리비아,태양열,2020,332.4
18535,브라질,전체,2020,621198.0
18536,브라질,가연성 연료,2020,143017.0
18537,브라질,수력,2020,396328.0
18538,브라질,원자력,2020,14053.0
18539,브라질,풍력,2020,57050.0
18540,브라질,태양열,2020,10750.0
18541,브라질,기타,2020,
18542,칠레,전체,2020,83993.528
18543,칠레,가연성 연료,2020,48330.888
18544,칠레,수력,2020,21873.09
18545,칠레,풍력,2020,5602.3
18546,칠레,태양열,2020,7971.25
18547,칠레,기타,2020,216.0
18548,콜롬비아,전체,2020,79549.561
18549,콜롬비아,가연성 연료,2020,29361.295
18550,콜롬비아,수력,2020,49977.353
18551,콜롬비아,풍력,2020,10.117
18552,콜롬비아,태양열,2020,200.796
18553,코스타리카,전체,2020,11729.932
18554,코스타리카,가연성 연료,2020,216.522
18555,코스타리카,수력,2020,8294.32
18556,코스타리카,풍력,2020,1459.442
18557,코스타리카,태양열,2020,70.474
18558,코스타리카,기타,2020,1689.174
18559,쿠바,전체,2020,19070.9
18560,쿠바,가연성 연료,2020,18698.2
18561,쿠바,수력,2020,111.9
18562,쿠바,풍력,2020,67.808
18563,쿠바,태양열,2020,192.992
18564,도미니카공화국,전체,2020,19293.474
18565,도미니카공화국,가연성 연료,2020,16544.356
18566,도미니카공화국,수력,2020,1176.206
18567,도미니카공화국,풍력,2020,1139.0
18568,도미니카공화국,태양열,2020,433.912
18569,에콰도르,전체,2020,31247.995
18570,에콰도르,가연성 연료,2020,6799.87347
18571,에콰도르,수력,2020,24333.26153
18572,에콰도르,풍력,2020,77.1
18573,에콰도르,태양열,2020,37.76
18574,에콰도르,기타,2020,
18575,엘살바도르,전체,2020,6349.54
18576,엘살바도르,가연성 연료,2020,1790.0
18577,엘살바도르,수력,2020,2084.32
18578,엘살바도르,풍력,2020,14.12
18579,엘살바도르,태양열,2020,904.1
18580,엘살바도르,기타,2020,1557.0
18581,과테말라,전체,2020,12835.018
18582,과테말라,가연성 연료,2020,6003.66
18583,과테말라,수력,2020,5966.263
18584,과테말라,풍력,2020,317.0
18585,과테말라,태양열,2020,222.095
18586,과테말라,기타,2020,326.0
18587,아이티,전체,2020,1028.926
18588,아이티,가연성 연료,2020,881.982
18589,아이티,수력,2020,143.5
18590,아이티,태양열,2020,3.444
18591,온두라스,전체,2020,10059.373
18592,온두라스,가연성 연료,2020,5231.522
18593,온두라스,수력,2020,2700.64
18594,온두라스,풍력,2020,707.399
18595,온두라스,태양열,2020,1112.812
18596,온두라스,기타,2020,307.0
18597,자메이카,전체,2020,4939.06
18598,자메이카,가연성 연료,2020,4399.06
18599,자메이카,수력,2020,136.0
18600,자메이카,풍력,2020,280.0
18601,자메이카,태양열,2020,124.0
18602,네덜란드령 안틸레스,전체,2020,
18603,네덜란드령 안틸레스,가연성 연료,2020,
18604,니카라과,전체,2020,3791.148
18605,니카라과,가연성 연료,2020,1873.48
18606,니카라과,수력,2020,574.471
18607,니카라과,풍력,2020,549.933
18608,니카라과,태양열,2020,25.952
18609,니카라과,기타,2020,767.312
18610,파나마,전체,2020,12948.7
18611,파나마,가연성 연료,2020,4517.2
18612,파나마,수력,2020,7501.5
18613,파나마,풍력,2020,584.2
18614,파나마,태양열,2020,345.8
18615,파라과이,전체,2020,46372.96
18616,파라과이,가연성 연료,2020,1.92
18617,파라과이,수력,2020,46371.04
18618,페루,전체,2020,52803.492
18619,페루,가연성 연료,2020,19623.527
18620,페루,수력,2020,30510.304
18621,페루,풍력,2020,1814.102
18622,페루,태양열,2020,855.559
18623,수리남,전체,2020,1729.5
18624,수리남,가연성 연료,2020,1043.4
18625,수리남,수력,2020,674.0
18626,수리남,태양열,2020,12.1
18627,트리니다드토바고,전체,2020,9225.0
18628,트리니다드토바고,가연성 연료,2020,9220.27
18629,트리니다드토바고,풍력,2020,0.059
18630,트리니다드토바고,태양열,2020,4.671
18631,우루과이,전체,2020,13557.0
18632,우루과이,가연성 연료,2020,3525.6
18633,우루과이,수력,2020,4093.9
18634,우루과이,풍력,2020,5475.5
18635,우루과이,태양열,2020,462.0
18636,베네수엘라,전체,2020,82471.32
18637,베네수엘라,가연성 연료,2020,15254.27
18638,베네수엘라,수력,2020,67190.02
18639,베네수엘라,풍력,2020,19.88
18640,베네수엘라,태양열,2020,5.72
18641,베네수엘라,기타,2020,1.43
18642,퀴라소,전체,2020,844.201
18643,퀴라소,가연성 연료,2020,625.547
18644,퀴라소,풍력,2020,191.387
18645,퀴라소,태양열,2020,27.267
18646,알바니아,전체,2020,5313.16
18647,알바니아,가연성 연료,2020,
18648,알바니아,수력,2020,5280.9
18649,알바니아,태양열,2020,32.26
18650,오스트리아,전체,2020,72556.315
18651,오스트리아,가연성 연료,2020,18367.744
18652,오스트리아,수력,2020,45343.976
18653,오스트리아,풍력,2020,6791.53
18654,오스트리아,태양열,2020,2042.934
18655,오스트리아,기타,2020,10.131
18656,벨라루스,전체,2020,38548.0
18657,벨라루스,가연성 연료,2020,37441.0
18658,벨라루스,수력,2020,399.0
18659,벨라루스,원자력,2020,338.0
18660,벨라루스,풍력,2020,194.0
18661,벨라루스,태양열,2020,176.0
18662,벨기에,전체,2020,89455.4
18663,벨기에,가연성 연료,2020,35277.1
18664,벨기에,수력,2020,1314.6
18665,벨기에,원자력,2020,34434.7
18666,벨기에,풍력,2020,12818.6
18667,벨기에,태양열,2020,5112.2
18668,벨기에,기타,2020,498.2
18669,보스니아-헤르체고비나,전체,2020,16874.0
18670,보스니아-헤르체고비나,가연성 연료,2020,11904.0
18671,보스니아-헤르체고비나,수력,2020,4663.0
18672,보스니아-헤르체고비나,풍력,2020,262.0
18673,보스니아-헤르체고비나,태양열,2020,45.0
18674,불가리아,전체,2020,40754.441
18675,불가리아,가연성 연료,2020,17827.048
18676,불가리아,수력,2020,3320.258
18677,불가리아,원자력,2020,16625.765
18678,불가리아,풍력,2020,1477.131
18679,불가리아,태양열,2020,1468.72
18680,불가리아,기타,2020,35.519
18681,크로아티아,전체,2020,13385.3
18682,크로아티아,가연성 연료,2020,5665.0
18683,크로아티아,수력,2020,5810.4
18684,크로아티아,풍력,2020,1720.7
18685,크로아티아,태양열,2020,95.5
18686,크로아티아,기타,2020,93.7
18687,체코,전체,2020,81568.022
18688,체코,가연성 연료,2020,44932.588
18689,체코,수력,2020,3436.963
18690,체코,원자력,2020,30043.28
18691,체코,풍력,2020,699.083
18692,체코,태양열,2020,2337.85
18693,체코,기타,2020,118.258
18694,덴마크,전체,2020,28728.659
18695,덴마크,가연성 연료,2020,11200.848
18696,덴마크,수력,2020,17.064
18697,덴마크,풍력,2020,16330.215
18698,덴마크,태양열,2020,1180.532
18699,덴마크,기타,2020,
18700,에스토니아,전체,2020,6078.456
18701,에스토니아,가연성 연료,2020,4959.324
18702,에스토니아,수력,2020,30.0
18703,에스토니아,풍력,2020,844.0
18704,에스토니아,태양열,2020,245.132
18705,핀란드,전체,2020,69267.626
18706,핀란드,가연성 연료,2020,21392.155
18707,핀란드,수력,2020,15883.0
18708,핀란드,원자력,2020,23291.0
18709,핀란드,풍력,2020,8256.0
18710,핀란드,태양열,2020,218.471
18711,핀란드,기타,2020,227.0
18712,프랑스,전체,2020,532386.314
18713,프랑스,가연성 연료,2020,56901.139
18714,프랑스,수력,2020,67095.209
18715,프랑스,원자력,2020,353832.867
18716,프랑스,풍력,2020,39861.296
18717,프랑스,태양열,2020,13458.502
18718,프랑스,기타,2020,1237.301
18719,독일,전체,2020,575462.0
18720,독일,가연성 연료,2020,302330.0
18721,독일,수력,2020,25275.0
18722,독일,원자력,2020,64382.0
18723,독일,풍력,2020,132102.0
18724,독일,태양열,2020,49496.0
18725,독일,기타,2020,1877.0
18726,지브롤터,전체,2020,214.615
18727,지브롤터,가연성 연료,2020,214.515
18728,지브롤터,기타,2020,0.1
18729,그리스,전체,2020,48251.884
18730,그리스,가연성 연료,2020,31054.623
18731,그리스,수력,2020,3440.303
18732,그리스,풍력,2020,9310.104
18733,그리스,태양열,2020,4446.854
18734,헝가리,전체,2020,34930.0
18735,헝가리,가연성 연료,2020,15358.0
18736,헝가리,수력,2020,244.0
18737,헝가리,원자력,2020,16055.0
18738,헝가리,풍력,2020,655.0
18739,헝가리,태양열,2020,2459.0
18740,헝가리,기타,2020,159.0
18741,아이슬란드,전체,2020,19127.302
18742,아이슬란드,가연성 연료,2020,3.067
18743,아이슬란드,수력,2020,13156.972
18744,아이슬란드,풍력,2020,6.66
18745,아이슬란드,기타,2020,5960.603
18746,아일랜드,전체,2020,32275.64
18747,아일랜드,가연성 연료,2020,19440.214
18748,아일랜드,수력,2020,1224.218
18749,아일랜드,풍력,2020,11549.42
18750,아일랜드,태양열,2020,61.788
18751,이탈리아,전체,2020,280531.016
18752,이탈리아,가연성 연료,2020,180805.103
18753,이탈리아,수력,2020,49495.255
18754,이탈리아,풍력,2020,18761.557
18755,이탈리아,태양열,2020,24941.504
18756,이탈리아,기타,2020,6527.597
18757,코소보,전체,2020,6712.709
18758,코소보,가연성 연료,2020,6347.663
18759,코소보,수력,2020,262.8
18760,코소보,풍력,2020,90.3
18761,코소보,태양열,2020,11.946
18762,라트비아,전체,2020,5724.845
18763,라트비아,가연성 연료,2020,2940.115
18764,라트비아,수력,2020,2603.041
18765,라트비아,풍력,2020,176.842
18766,라트비아,태양열,2020,4.847
18767,라트비아,기타,2020,
18768,리투아니아,전체,2020,5517.5
18769,리투아니아,가연성 연료,2020,2550.3
18770,리투아니아,수력,2020,1080.1
18771,리투아니아,원자력,2020,
18772,리투아니아,풍력,2020,1551.7
18773,리투아니아,태양열,2020,128.8
18774,리투아니아,기타,2020,206.6
18775,룩셈부르크,전체,2020,2234.264
18776,룩셈부르크,가연성 연료,2020,627.794
18777,룩셈부르크,수력,2020,1094.074
18778,룩셈부르크,풍력,2020,351.135
18779,룩셈부르크,태양열,2020,161.261
18780,북마케도니아,전체,2020,5347.099
18781,북마케도니아,가연성 연료,2020,3928.909
18782,북마케도니아,수력,2020,1277.144
18783,북마케도니아,풍력,2020,116.884
18784,북마케도니아,태양열,2020,24.162
18785,몰타,전체,2020,2143.076
18786,몰타,가연성 연료,2020,1906.152
18787,몰타,풍력,2020,0.058
18788,몰타,태양열,2020,236.866
18789,몰도바,전체,2020,983.0
18790,몰도바,가연성 연료,2020,881.0
18791,몰도바,수력,2020,47.0
18792,몰도바,풍력,2020,51.0
18793,몰도바,태양열,2020,4.0
18794,네덜란드,전체,2020,123286.94
18795,네덜란드,가연성 연료,2020,94794.986
18796,네덜란드,수력,2020,46.066
18797,네덜란드,원자력,2020,4087.363
18798,네덜란드,풍력,2020,15277.726
18799,네덜란드,태양열,2020,8568.31
18800,네덜란드,기타,2020,512.489
18801,노르웨이,전체,2020,155249.094
18802,노르웨이,가연성 연료,2020,2440.733
18803,노르웨이,수력,2020,142470.96
18804,노르웨이,풍력,2020,9912.532
18805,노르웨이,태양열,2020,135.75
18806,노르웨이,기타,2020,289.119
18807,폴란드,전체,2020,158042.741
18808,폴란드,가연성 연료,2020,137254.085
18809,폴란드,수력,2020,2936.988
18810,폴란드,풍력,2020,15800.049
18811,폴란드,태양열,2020,1957.916
18812,폴란드,기타,2020,93.703
18813,포르투갈,전체,2020,53078.401
18814,포르투갈,가연성 연료,2020,25214.422
18815,포르투갈,수력,2020,13632.554
18816,포르투갈,풍력,2020,12298.663
18817,포르투갈,태양열,2020,1715.59
18818,포르투갈,기타,2020,217.172
18819,루마니아,전체,2020,55934.902
18820,루마니아,가연성 연료,2020,20088.275
18821,루마니아,수력,2020,15701.386
18822,루마니아,원자력,2020,11466.404
18823,루마니아,풍력,2020,6945.462
18824,루마니아,태양열,2020,1733.375
18825,러시아,전체,2020,1089667.7
18826,러시아,가연성 연료,2020,655849.6
18827,러시아,수력,2020,214388.4
18828,러시아,원자력,2020,215745.0
18829,러시아,풍력,2020,1240.9
18830,러시아,태양열,2020,2022.4
18831,러시아,기타,2020,421.4
18832,슬로바키아,전체,2020,28838.0
18833,슬로바키아,가연성 연료,2020,7897.0
18834,슬로바키아,수력,2020,4799.0
18835,슬로바키아,원자력,2020,15444.0
18836,슬로바키아,풍력,2020,4.0
18837,슬로바키아,태양열,2020,663.0
18838,슬로바키아,기타,2020,31.0
18839,슬로베니아,전체,2020,17190.698
18840,슬로베니아,가연성 연료,2020,5238.742
18841,슬로베니아,수력,2020,5224.743
18842,슬로베니아,원자력,2020,6352.766
18843,슬로베니아,풍력,2020,6.251
18844,슬로베니아,태양열,2020,368.196
18845,스페인,전체,2020,263373.0
18846,스페인,가연성 연료,2020,93778.0
18847,스페인,수력,2020,33998.0
18848,스페인,원자력,2020,58299.0
18849,스페인,풍력,2020,56444.0
18850,스페인,태양열,2020,20667.0
18851,스페인,기타,2020,187.0
18852,스웨덴,전체,2020,163833.0
18853,스웨덴,가연성 연료,2020,13618.0
18854,스웨덴,수력,2020,72440.0
18855,스웨덴,원자력,2020,49198.0
18856,스웨덴,풍력,2020,27526.0
18857,스웨덴,태양열,2020,1051.0
18858,스위스,전체,2020,71653.842
18859,스위스,가연성 연료,2020,3863.023
18860,스위스,수력,2020,41022.16
18861,스위스,원자력,2020,24024.55
18862,스위스,풍력,2020,145.45
18863,스위스,태양열,2020,2598.659
18864,우크라이나,전체,2020,148407.9
18865,우크라이나,가연성 연료,2020,55257.8
18866,우크라이나,수력,2020,7563.8
18867,우크라이나,원자력,2020,76202.7
18868,우크라이나,풍력,2020,3270.6
18869,우크라이나,태양열,2020,5969.4
18870,우크라이나,기타,2020,143.6
18871,영국,전체,2020,310748.491
18872,영국,가연성 연료,2020,163537.417
18873,영국,수력,2020,8403.837
18874,영국,원자력,2020,50278.351
18875,영국,풍력,2020,75614.876
18876,영국,태양열,2020,12902.732
18877,영국,기타,2020,11.278
18878,몬테네그로,전체,2020,3385.6
18879,몬테네그로,가연성 연료,2020,1615.4
18880,몬테네그로,수력,2020,1447.8
18881,몬테네그로,풍력,2020,320.1
18882,몬테네그로,태양열,2020,2.3
18883,세르비아,전체,2020,37956.473
18884,세르비아,가연성 연료,2020,27218.937
18885,세르비아,수력,2020,9748.645
18886,세르비아,풍력,2020,975.63
18887,세르비아,태양열,2020,13.261
18888,알제리,전체,2020,79154.0
18889,알제리,가연성 연료,2020,78432.0
18890,알제리,수력,2020,49.6
18891,알제리,풍력,2020,8.0
18892,알제리,태양열,2020,664.4
18893,앙골라,전체,2020,14487.564
18894,앙골라,가연성 연료,2020,1966.844
18895,앙골라,수력,2020,12478.22
18896,앙골라,태양열,2020,42.5
18897,베냉,전체,2020,989.04
18898,베냉,가연성 연료,2020,981.532
18899,베냉,수력,2020,0.072
18900,베냉,태양열,2020,7.436
18901,보츠와나,전체,2020,2182.27
18902,보츠와나,가연성 연료,2020,2176.0
18903,보츠와나,태양열,2020,6.27
18904,카메룬,전체,2020,8650.329
18905,카메룬,가연성 연료,2020,3659.929
18906,카메룬,수력,2020,4945.4
18907,카메룬,태양열,2020,45.0
18908,콩고,전체,2020,3832.88
18909,콩고,가연성 연료,2020,2931.43
18910,콩고,수력,2020,900.45
18911,콩고,태양열,2020,1.0
18912,콩고민주공화국,전체,2020,12460.201
18913,콩고민주공화국,가연성 연료,2020,7.007
18914,콩고민주공화국,수력,2020,12452.941
18915,콩고민주공화국,태양열,2020,0.253
18916,코트디부아르,전체,2020,11274.389
18917,코트디부아르,가연성 연료,2020,7887.289
18918,코트디부아르,수력,2020,3376.0
18919,코트디부아르,태양열,2020,11.1
18920,이집트,전체,2020,197201.2
18921,이집트,가연성 연료,2020,173500.0
18922,이집트,수력,2020,15038.0
18923,이집트,풍력,2020,4233.0
18924,이집트,태양열,2020,4430.2
18925,에리트레아,전체,2020,375.278
18926,에리트레아,가연성 연료,2020,360.638
18927,에리트레아,풍력,2020,2.0
18928,에리트레아,태양열,2020,12.64
18929,에티오피아,전체,2020,15828.527
18930,에티오피아,가연성 연료,2020,35.488
18931,에티오피아,수력,2020,14942.83
18932,에티오피아,풍력,2020,817.909
18933,에티오피아,태양열,2020,32.3
18934,에티오피아,기타,2020,
18935,가봉,전체,2020,2422.557
18936,가봉,가연성 연료,2020,1434.039
18937,가봉,수력,2020,986.598
18938,가봉,태양열,2020,1.92
18939,가나,전체,2020,20170.3
18940,가나,가연성 연료,2020,12820.2
18941,가나,수력,2020,7293.2
18942,가나,태양열,2020,56.9
18943,케냐,전체,2020,11603.6
18944,케냐,가연성 연료,2020,891.3
18945,케냐,수력,2020,4232.7
18946,케냐,풍력,2020,1331.4
18947,케냐,태양열,2020,88.4
18948,케냐,기타,2020,5059.8
18949,리비아,전체,2020,29499.011
18950,리비아,가연성 연료,2020,29491.22
18951,리비아,태양열,2020,7.791
18952,모리셔스,전체,2020,2882.56
18953,모리셔스,가연성 연료,2020,2602.7
18954,모리셔스,수력,2020,115.8
18955,모리셔스,풍력,2020,18.2
18956,모리셔스,태양열,2020,145.86
18957,모로코,전체,2020,40056.669
18958,모로코,가연성 연료,2020,31352.72
18959,모로코,수력,2020,1290.087
18960,모로코,풍력,2020,4591.891
18961,모로코,태양열,2020,1519.834
18962,모로코,기타,2020,1302.137
18963,모잠비크,전체,2020,19026.256
18964,모잠비크,가연성 연료,2020,3252.773
18965,모잠비크,수력,2020,15703.34
18966,모잠비크,태양열,2020,70.143
18967,나미비아,전체,2020,2012.175
18968,나미비아,가연성 연료,2020,65.0
18969,나미비아,수력,2020,1505.0
18970,나미비아,풍력,2020,21.625
18971,나미비아,태양열,2020,420.55
18972,니제르,전체,2020,634.56
18973,니제르,가연성 연료,2020,610.22
18974,니제르,태양열,2020,24.34
18975,나이지리아,전체,2020,35058.919
18976,나이지리아,가연성 연료,2020,27324.331
18977,나이지리아,수력,2020,7689.6
18978,나이지리아,풍력,2020,3.0
18979,나이지리아,태양열,2020,41.988
18980,세네갈,전체,2020,5804.001
18981,세네갈,가연성 연료,2020,5158.69
18982,세네갈,풍력,2020,217.389
18983,세네갈,태양열,2020,384.95
18984,세네갈,기타,2020,42.972
18985,남아프리카공화국,전체,2020,239715.363
18986,남아프리카공화국,가연성 연료,2020,212410.363
18987,남아프리카공화국,수력,2020,6239.0
18988,남아프리카공화국,원자력,2020,9903.0
18989,남아프리카공화국,풍력,2020,5937.0
18990,남아프리카공화국,태양열,2020,5226.0
18991,남수단,전체,2020,558.223
18992,남수단,가연성 연료,2020,547.179
18993,남수단,태양열,2020,11.044
18994,수단,전체,2020,17641.68
18995,수단,가연성 연료,2020,6613.16
18996,수단,수력,2020,11007.52
18997,수단,태양열,2020,21.0
18998,탄자니아,전체,2020,7854.88
18999,탄자니아,가연성 연료,2020,4664.232
19000,탄자니아,수력,2020,3139.2
19001,탄자니아,태양열,2020,51.448
19002,토고,전체,2020,698.672
19003,토고,가연성 연료,2020,547.15
19004,토고,수력,2020,143.86
19005,토고,태양열,2020,7.662
19006,튀니지,전체,2020,21632.935
19007,튀니지,가연성 연료,2020,20572.005
19008,튀니지,수력,2020,46.02
19009,튀니지,풍력,2020,465.22
19010,튀니지,태양열,2020,333.199
19011,튀니지,기타,2020,216.491
19012,잠비아,전체,2020,15237.309
19013,잠비아,가연성 연료,2020,2294.394
19014,잠비아,수력,2020,12792.759
19015,잠비아,태양열,2020,150.156
19016,짐바브웨,전체,2020,6673.025
19017,짐바브웨,가연성 연료,2020,2843.278
19018,짐바브웨,수력,2020,3805.347
19019,짐바브웨,태양열,2020,24.4
19020,오스트레일리아,전체,2020,265178.199
19021,오스트레일리아,가연성 연료,2020,208599.486
19022,오스트레일리아,수력,2020,15149.633
19023,오스트레일리아,풍력,2020,20395.885
19024,오스트레일리아,태양열,2020,21033.195
19025,오스트레일리아,기타,2020,
19026,뉴질랜드,전체,2020,44530.445
19027,뉴질랜드,가연성 연료,2020,9453.96
19028,뉴질랜드,수력,2020,24265.767
19029,뉴질랜드,풍력,2020,2304.566
19030,뉴질랜드,태양열,2020,160.216
19031,뉴질랜드,기타,2020,8345.936
19032,대한민국,전체,2021,611758.849
19033,대한민국,가연성 연료,2021,415290.588
19034,대한민국,수력,2021,6737.434
19035,대한민국,원자력,2021,158015.23
19036,대한민국,풍력,2021,3182.449
19037,대한민국,태양열,2021,23394.938
19038,대한민국,기타,2021,5138.21
19039,아르메니아,전체,2021,7879.014
19040,아르메니아,가연성 연료,2021,3383.734
19041,아르메니아,수력,2021,2201.725
19042,아르메니아,원자력,2021,1998.386
19043,아르메니아,풍력,2021,1.45
19044,아르메니아,태양열,2021,293.719
19045,아제르바이잔,전체,2021,27888.801
19046,아제르바이잔,가연성 연료,2021,26463.9
19047,아제르바이잔,수력,2021,1277.3
19048,아제르바이잔,풍력,2021,91.401
19049,아제르바이잔,태양열,2021,56.2
19050,바레인,전체,2021,33886.512
19051,바레인,가연성 연료,2021,33873.707
19052,바레인,풍력,2021,1.2
19053,바레인,태양열,2021,11.605
19054,방글라데시,전체,2021,95481.251
19055,방글라데시,가연성 연료,2021,94303.497
19056,방글라데시,수력,2021,694.3
19057,방글라데시,풍력,2021,6.0
19058,방글라데시,태양열,2021,477.454
19059,브루나이,전체,2021,5699.771
19060,브루나이,가연성 연료,2021,5695.341
19061,브루나이,태양열,2021,4.43
19062,캄보디아,전체,2021,10158.641
19063,캄보디아,가연성 연료,2021,4193.402
19064,캄보디아,수력,2021,5321.967
19065,캄보디아,태양열,2021,643.272
19066,중국,전체,2021,8534273.0
19067,중국,가연성 연료,2021,5805870.0
19068,중국,수력,2021,1339000.0
19069,중국,원자력,2021,407520.0
19070,중국,풍력,2021,656100.0
19071,중국,태양열,2021,325760.0
19072,중국,기타,2021,23.0
19073,키프로스,전체,2021,5119.423
19074,키프로스,가연성 연료,2021,4404.607
19075,키프로스,풍력,2021,246.478
19076,키프로스,태양열,2021,468.338
19077,조지아,전체,2021,12645.1
19078,조지아,가연성 연료,2021,2379.6
19079,조지아,수력,2021,10182.1
19080,조지아,풍력,2021,83.4
19081,홍콩,전체,2021,37071.0
19082,홍콩,가연성 연료,2021,37071.0
19083,인도,전체,2021,1610082.0
19084,인도,가연성 연료,2021,1247823.0
19085,인도,수력,2021,162441.0
19086,인도,원자력,2021,47112.0
19087,인도,풍력,2021,77140.0
19088,인도,태양열,2021,75566.0
19089,인도,기타,2021,
19090,인도네시아,전체,2021,289471.0
19091,인도네시아,가연성 연료,2021,252870.0
19092,인도네시아,수력,2021,19580.0
19093,인도네시아,풍력,2021,
19094,인도네시아,태양열,2021,120.0
19095,인도네시아,기타,2021,16901.0
19096,이란,전체,2021,344161.276
19097,이란,가연성 연료,2021,323802.797
19098,이란,수력,2021,15887.091
19099,이란,원자력,2021,3092.616
19100,이란,풍력,2021,759.439
19101,이란,태양열,2021,619.333
19102,이라크,전체,2021,86164.2
19103,이라크,가연성 연료,2021,82761.1
19104,이라크,수력,2021,3345.8
19105,이라크,태양열,2021,57.3
19106,이스라엘,전체,2021,73796.334
19107,이스라엘,가연성 연료,2021,68053.568
19108,이스라엘,수력,2021,
19109,이스라엘,풍력,2021,178.382
19110,이스라엘,태양열,2021,5350.68
19111,이스라엘,기타,2021,213.704
19112,일본,전체,2021,1049910.018
19113,일본,가연성 연료,2021,773762.132
19114,일본,수력,2021,88825.28
19115,일본,원자력,2021,70805.099
19116,일본,풍력,2021,9428.225
19117,일본,태양열,2021,86093.915
19118,일본,기타,2021,20995.367
19119,요르단,전체,2021,21288.9
19120,요르단,가연성 연료,2021,16168.0
19121,요르단,수력,2021,18.7
19122,요르단,풍력,2021,1595.5
19123,요르단,태양열,2021,3506.7
19124,카자흐스탄,전체,2021,115078.203
19125,카자흐스탄,가연성 연료,2021,102493.187
19126,카자흐스탄,수력,2021,9208.472
19127,카자흐스탄,풍력,2021,1747.474
19128,카자흐스탄,태양열,2021,1629.07
19129,북한,전체,2021,25566.456
19130,북한,가연성 연료,2021,9400.0
19131,북한,수력,2021,16100.0
19132,북한,태양열,2021,66.456
19133,쿠웨이트,전체,2021,80756.716
19134,쿠웨이트,가연성 연료,2021,80569.0
19135,쿠웨이트,풍력,2021,29.117
19136,쿠웨이트,태양열,2021,158.599
19137,키르기스스탄,전체,2021,14815.0
19138,키르기스스탄,가연성 연료,2021,1858.0
19139,키르기스스탄,수력,2021,12957.0
19140,레바논,전체,2021,13631.0
19141,레바논,가연성 연료,2021,12655.0
19142,레바논,수력,2021,670.0
19143,레바논,태양열,2021,306.0
19144,말레이시아,전체,2021,180070.286
19145,말레이시아,가연성 연료,2021,146849.286
19146,말레이시아,수력,2021,31101.0
19147,말레이시아,태양열,2021,2120.0
19148,몽골,전체,2021,7825.317
19149,몽골,가연성 연료,2021,7060.739
19150,몽골,수력,2021,137.939
19151,몽골,풍력,2021,567.639
19152,몽골,태양열,2021,59.0
19153,미얀마,전체,2021,22074.78
19154,미얀마,가연성 연료,2021,12349.58
19155,미얀마,수력,2021,9590.08
19156,미얀마,태양열,2021,135.12
19157,마요트,전체,2021,
19158,마요트,가연성 연료,2021,
19159,마요트,태양열,2021,
19160,네팔,전체,2021,9667.553
19161,네팔,가연성 연료,2021,0.033
19162,네팔,수력,2021,9533.739
19163,네팔,풍력,2021,0.528
19164,네팔,태양열,2021,133.253
19165,오만,전체,2021,41122.3
19166,오만,가연성 연료,2021,40992.3
19167,오만,태양열,2021,130.0
19168,파키스탄,전체,2021,144435.0
19169,파키스탄,가연성 연료,2021,86550.0
19170,파키스탄,수력,2021,35069.0
19171,파키스탄,원자력,2021,17045.0
19172,파키스탄,풍력,2021,4800.0
19173,파키스탄,태양열,2021,971.0
19174,파키스탄,기타,2021,
19175,팔레스타인,전체,2021,916.5
19176,팔레스타인,가연성 연료,2021,692.5
19177,팔레스타인,태양열,2021,224.0
19178,필리핀,전체,2021,107574.4
19179,필리핀,가연성 연료,2021,84951.5
19180,필리핀,수력,2021,9202.3
19181,필리핀,풍력,2021,1269.7
19182,필리핀,태양열,2021,1469.5
19183,필리핀,기타,2021,10681.4
19184,카타르,전체,2021,51641.331
19185,카타르,가연성 연료,2021,51641.331
19186,사우디아라비아,전체,2021,379045.0
19187,사우디아라비아,가연성 연료,2021,377682.0
